cause_segment,effect_segment,causality_score
"And sure enough, out comes Sheila Beale, student-body president.",Sheila thought drinking in public was in poor taste.,0
And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,Sheila thought drinking in public was in poor taste.,0
Sheila was well-bred.,Sheila thought drinking in public was in poor taste.,0
Sheila had school spirit.,Sheila thought drinking in public was in poor taste.,0
Sheila was the kind of student that Dean McGown wanted more of.,Sheila thought drinking in public was in poor taste.,0
Although rumor had it that he got plenty of her in his office on his desk.,Sheila thought drinking in public was in poor taste.,0
"But that's just a rumor, please do not spread it outside this rumor.",Sheila thought drinking in public was in poor taste.,0
I myself would never say that.,Sheila thought drinking in public was in poor taste.,0
"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",Sheila thought drinking in public was in poor taste.,0
"The infamous ""no more beer at barbecues"" rule.",Sheila thought drinking in public was in poor taste.,0
"That's right, boo that rule.",Sheila thought drinking in public was in poor taste.,0
I think you know what happened next.,Sheila thought drinking in public was in poor taste.,0
"Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, ""Ego sum non an bestia.""",Sheila thought drinking in public was in poor taste.,0
"Or at least that's what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.",Sheila thought drinking in public was in poor taste.,0
And that's what made him a sensation on campus.,Sheila thought drinking in public was in poor taste.,0
People started dressing like him and quoting him in class.,Sheila thought drinking in public was in poor taste.,0
"The Ram ran five major stories about Pie Man, all of them by me.",Sheila thought drinking in public was in poor taste.,0
"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",Sheila thought drinking in public was in poor taste.,0
And now Angela and I had been flirting for two months.,Sheila thought drinking in public was in poor taste.,0
"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",Sheila thought drinking in public was in poor taste.,0
"So I, I saw her there and made a mental note to do nothing about it.",Sheila thought drinking in public was in poor taste.,0
And then I went to the bar to buy a round and I felt a tap on my shoulder.,Sheila thought drinking in public was in poor taste.,0
And it was her.,Sheila thought drinking in public was in poor taste.,0
"And she said, ""Jim, we were just talking about how you always seem to know when and where Pie Man will strike. And we were wondering, are you Pie Man?""",Sheila thought drinking in public was in poor taste.,0
"And I knew by the way she said it, I knew that if I said yes, she would have sex with me.",Sheila thought drinking in public was in poor taste.,0
And wasn't I really Pie Man?,Sheila thought drinking in public was in poor taste.,0
For having brought him into being.,Sheila thought drinking in public was in poor taste.,0
Didn't she only know about him through me?,Sheila thought drinking in public was in poor taste.,0
But she had asked me a straightforward question that came with a straightforward answer.,Sheila thought drinking in public was in poor taste.,0
"In fact, I wasn't Pie Man.",Sheila thought drinking in public was in poor taste.,0
"As far as I knew, I had never seen the guy out of costume.",Sheila thought drinking in public was in poor taste.,0
"So I looked at her and I said, ""Yes, Angela. I am Pie Man.""",Sheila thought drinking in public was in poor taste.,0
"And she said, ""Oh, good. Now buy me a beer and tell me all about it.""",Sheila thought drinking in public was in poor taste.,0
"I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.",I think you know what happened next.,0
"And one day I'm walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham's traditionally working- to middle-class students with wealthier, more prestigious ones.",I think you know what happened next.,0
"So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""",I think you know what happened next.,0
"And he stops and looks at me and he says, ""Listen up, punk.""",I think you know what happened next.,0
"And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.",I think you know what happened next.,0
And then runs away.,I think you know what happened next.,0
And the Dean is covered with cream.,I think you know what happened next.,0
"So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""",I think you know what happened next.,0
"And the Dean says, ""Yes, I would care to comment. Fuck you.""",I think you know what happened next.,0
"So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.",I think you know what happened next.,0
"I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",I think you know what happened next.,0
"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",I think you know what happened next.,0
"Reporters call this ""making shit up.""",I think you know what happened next.,0
And they recommend against crossing that line.,I think you know what happened next.,0
"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",I think you know what happened next.,0
So the first I did was I gave the figure a name.,I think you know what happened next.,0
"I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.",I think you know what happened next.,0
Though in fact he'd been capeless.,I think you know what happened next.,0
"And said that as he fled the scene, he clicked his heels in rakish glee.",I think you know what happened next.,0
And I gave him a catchphrase in Latin.,I think you know what happened next.,0
"I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""",I think you know what happened next.,0
Which makes no sense.,I think you know what happened next.,0
I needed something.,I think you know what happened next.,0
"I'm Catholic, Latin just comes to me.",I think you know what happened next.,0
"So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""",I think you know what happened next.,0
And that's how the first line got crossed.,I think you know what happened next.,0
