recall_segment,story_segment,quality_score,summary
"So, he said, ""Yes, I'm pie guy,"" and then she said, ""All right, buy me a beer.""",Though in fact he'd been capeless.,,
"So, he said, ""Yes, I'm pie guy,"" and then she said, ""All right, buy me a beer.""","And said that as he fled the scene, he clicked his heels in rakish glee.",,
"So, he said, ""Yes, I'm pie guy,"" and then she said, ""All right, buy me a beer.""",And I gave him a catchphrase in Latin.,,
"So, he said, ""Yes, I'm pie guy,"" and then she said, ""All right, buy me a beer.""","I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""",,
"So, he said, ""Yes, I'm pie guy,"" and then she said, ""All right, buy me a beer.""",Which makes no sense.,,
"So, he said, ""Yes, I'm pie guy,"" and then she said, ""All right, buy me a beer.""",I needed something.,,
"So, he said, ""Yes, I'm pie guy,"" and then she said, ""All right, buy me a beer.""","I'm Catholic, Latin just comes to me.",,
"So, he said, ""Yes, I'm pie guy,"" and then she said, ""All right, buy me a beer.""","So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""",,
"So, he said, ""Yes, I'm pie guy,"" and then she said, ""All right, buy me a beer.""",And that's how the first line got crossed.,,
"So, he said, ""Yes, I'm pie guy,"" and then she said, ""All right, buy me a beer.""","A few days later, I get a letter.",,
"So, he said, ""Yes, I'm pie guy,"" and then she said, ""All right, buy me a beer.""","It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.",,
"So, he said, ""Yes, I'm pie guy,"" and then she said, ""All right, buy me a beer.""",So I was there with a photographer from the Ram.,,
"So, he said, ""Yes, I'm pie guy,"" and then she said, ""All right, buy me a beer.""","And sure enough, out comes Sheila Beale, student-body president.",,
"So, he said, ""Yes, I'm pie guy,"" and then she said, ""All right, buy me a beer.""",And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,,
"So, he said, ""Yes, I'm pie guy,"" and then she said, ""All right, buy me a beer.""",Sheila was well-bred.,,
"So, he said, ""Yes, I'm pie guy,"" and then she said, ""All right, buy me a beer.""",Sheila had school spirit.,,
"So, he said, ""Yes, I'm pie guy,"" and then she said, ""All right, buy me a beer.""",Sheila was the kind of student that Dean McGown wanted more of.,,
"So, he said, ""Yes, I'm pie guy,"" and then she said, ""All right, buy me a beer.""",Although rumor had it that he got plenty of her in his office on his desk.,,
"So, he said, ""Yes, I'm pie guy,"" and then she said, ""All right, buy me a beer.""","But that's just a rumor, please do not spread it outside this rumor.",,
"So, he said, ""Yes, I'm pie guy,"" and then she said, ""All right, buy me a beer.""",I myself would never say that.,,
"So, he said, ""Yes, I'm pie guy,"" and then she said, ""All right, buy me a beer.""","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",,
"So, he said, ""Yes, I'm pie guy,"" and then she said, ""All right, buy me a beer.""","The infamous ""no more beer at barbecues"" rule.",,
"So, he said, ""Yes, I'm pie guy,"" and then she said, ""All right, buy me a beer.""","That's right, boo that rule.",,
"So, he said, ""Yes, I'm pie guy,"" and then she said, ""All right, buy me a beer.""",Sheila thought drinking in public was in poor taste.,,
"So, he said, ""Yes, I'm pie guy,"" and then she said, ""All right, buy me a beer.""",I think you know what happened next.,,
"So, he said, ""Yes, I'm pie guy,"" and then she said, ""All right, buy me a beer.""","Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, ""Ego sum non an bestia.""",,
"So, he said, ""Yes, I'm pie guy,"" and then she said, ""All right, buy me a beer.""","Or at least that's what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.",,
"So, he said, ""Yes, I'm pie guy,"" and then she said, ""All right, buy me a beer.""",And that's what made him a sensation on campus.,,
